0.5,66.8,6.8,51.4,10,26,26,6.4,2.4,24,0.09,0.3,0,7.8,506.199241,11.26086957,1
0.9,320,6.8,246.4,70,42,118,33.6,8.3,38,0,0.16,9.3,21.3,0,11.26086957,1
0.5,387,6.6,297.9,18,54,26,5.6,2.9,48,0.21,0.2,1.3,8.2,0,11.26086957,1
0.3,270,6.5,207.9,12,54,68,16,6.8,40,0.08,0.2,6.73,6.1,0,11.26086957,1
0.6,131.6,6.6,101.3,8,48,40,9.6,3.9,20,0.06,0.3,1.4,3.5,0,11.26086957,1
0.5,202,6.7,155.5,8,18,42,10.4,3.9,38,0.18,0.27,6.5,6.8,0,11.26086957,1
0.5,465,7.1,358,16,70,12,3.2,0.9,24,0.47,0.29,0.7,7.7,506.199241,11.26086957,1
0.9,236,6.5,181.7,22,58,72,20.8,4.9,32,0.41,0.2,1.9,8.9,506.199241,11.26086957,1
1,246,6.5,189.4,10,70,78,16.8,8.7,26,0,0.18,5.13,8.2,0,11.26086957,1
0.8,317,8,244.1,10,86,130,39.2,7.8,40,0.24,0.1,0.79,10.8,0,11.26086957,1
0.4,81,7.2,62.4,8,22,38,8.01,4.4,40,0.14,0.2,0.97,3.3,0,11.26086957,1
0.8,509,8.1,391.9,16,170,174,44.9,15.1,50,0.55,0.26,3.1,13.9,0,11.26086957,1
0.6,452,8.3,348.1,10,96,122,33.6,9.2,42,0.18,0.26,6.91,5.7,0,11.26086957,1
0.2,307,7.3,236.4,16,102,102,25.6,9.2,32,0.12,0.22,0.44,10.9,0,11.26086957,1
0.3,384,8.5,295.6,14,132,78,20.8,6.3,32,0.2,0.2,1.9,8.6,0,11.26086957,1
0.4,442,7.1,340.3,14,178,126,36,8.7,30,0.4,0.27,0,10.4,506.199241,11.26086957,1
0.2,472,7.1,363,14,140,166,52.9,8.3,42,0.07,0.27,3.63,7.7,506.199241,11.26086957,1
0.2,526,6.5,405.02,32,132,146,41.7,10.2,60,0.18,0.3,3.23,9.7,0,11.26086957,1
0.3,445,6.8,342.6,18,126,70,12,9.7,46,0.2,0.26,0.17,13.6,0,11.26086957,1
0.5,165.4,6.7,127.3,12,54,30,4,4.9,24,0.3,0.14,0,8.1,0,11.26086957,1
0.1,31.5,7,24.3,6,12,6,0,1.5,10,0.16,0.11,5.8,0.98,0,11.26086957,1
0.1,28.5,6.7,21.9,6,20,8,4.8,0.5,10,0.28,0.14,0.9,0.95,0,11.26086957,1
0.1,213,6.7,164,14,30,58,15.2,6.9,52,0.11,0.21,0.9,10.9,0,0,1
0.9,62.3,6.6,47.9,8,22,14,3.2,1.5,16,0.16,0.3,2.2,1.1,0,11.26086957,1
0.5,65.6,6.8,50.5,6,26,18,4.8,1.5,16,0.14,0.3,2.6,1.2,0,11.26086957,1
0.9,65.6,6.8,50.5,6,26,18,4.8,1.5,16,0.14,0.3,2.6,1.2,0,11.26086957,1
0.5,311,7,239.5,14,82,102,32.8,4.9,28,0.2,0.2,2.6,12.6,0,11.26086957,1
0.5,255,7.1,196.4,18,54,68,15.2,7.3,20,0.26,0.04,12.9,10.7,0,0,1
0.3,633,7.9,487.4,4,210,20,3.2,2.9,28,0.55,0.04,7.7,25.9,0,11.26086957,1
1,410,7.6,315.7,10,98,36,8.8,3.4,48,0.4,0.29,2.3,41.2,0,11.26086957,1
0.9,114.8,8.3,88.4,18,34,22,6.4,1.5,20,0.19,0.1,1.8,1.9,0,11.26086957,1
0.8,114.8,8.2,88.4,18,34,22,6.4,1.5,20,0.16,0.12,1.8,1.7,0,11.26086957,1
0.5,236,6.8,181.7,22,38,66,19.2,4.4,34,0.36,0.04,2.9,4.6,0,11.26086957,1
1,276,6.7,212.5,20,16,80,17.6,8.7,6,0.29,0.27,9.975805169,7.4,0,11.26086957,1
0.7,128.3,6.7,98.79,6,80,46,12.8,3.4,26,0.17,0.14,9.975805169,1.5,0,11.26086957,1
1,185.5,6.9,142.8,50,150,140,48.9,4.4,42,0.8,0.08,9.975805169,3.4,0,11.26086957,1
0.1,607,7.6,467.4,34,198,176,39.2,18.9,38,0.52,0.3,9.975805169,6.4,506.199241,11.26086957,1
0.3,77.5,6.7,59.6,10,24,22,2.01,1.9,28,0.52,0.21,9.975805169,0.7,0,11.26086957,1
0.8,220,6.5,169.4,32,42,44,12.8,2.9,24,0.12,0.22,9.975805169,0.9,0,11.26086957,1
0.6,97.8,6.9,75.3,10,26,26,8.01,1.5,26,0.31,0.18,9.975805169,4.2,506.199241,11.26086957,1
0.1,212,8.5,163.2,10,56,40,10.4,3.4,44,0.08,0.1,9.975805169,9.5,506.199241,11.26086957,1
0.7,117.2,7.4,902.4,28,120,100,24.8,9.2,160,0.19,0.3,0,21.2,0,11.26086957,2
0.2,319,5.1,245.6,72,80,130,26.4,15.6,20,0.2,0.29,0,18.1,0,11.26086957,2
0.3,121.2,5.7,93.3,32,48,36,6.4,4.9,28,0.62,0.3,2.01,10.9,0,11.26086957,2
0.8,978,6.7,753.1,24,116,284,58.5,33.5,34,0.49,0,0,82.5,0,11.26086957,2
0.8,185.5,5.8,142.8,24,50,42,15.2,0.97,34,0.01,0.22,1.24,16.3,0,11.26086957,2
0.8,97.2,4.9,74.8,50,10,18,2.4,2.9,30,0.18,0.29,14.9,2.6,506.199241,11.26086957,2
1,374,6.2,287.9,2,40,90,29.6,3.9,52,0.22,0.16,23.2,10.2,0,11.26086957,2
0.6,69.4,5.1,53.4,52,62.39102773,1,22,3.2,3.4,22,0.07,0.09,0,0,11.26086957,2
0.4,72.9,4.9,56.13,60,12,16,4.02,1.5,30,0.23,0.07,0.39,6.1,0,11.26086957,2
1,368,0.2,283.4,64,42,106,21.6,12.6,50,0.3,0.27,17.5,14.8,506.199241,11.26086957,2
0.2,315,6,242.6,60,42,92,28.8,4.9,38,0.11,0.3,23.2,10.7,0,11.26086957,2
1,135.4,5.7,104.3,60,12,38,5.6,5.8,30,0.11,0.29,5.6,10.7,506.199241,11.26086957,2
0.1,21.7,6.3,16.7,12,10,6,1.6,0.5,26,0.15,0.21,0,1.2,0,0,2
0.4,190,5.9,146.3,52,18,52,9.6,6.8,28,0.2,0.25,12.8,7.9,0,0,2
0.6,221,5.4,170.1,40,18,30,8.01,2.4,42,0.2,0.1,9.975805169,12.3,0,11.26086957,2
1,83.3,5.9,64.1,56,28,26,5.6,2.9,28,0.18,0.12,2.4,1.6,0,11.26086957,2
0.9,284,6.1,218.7,16,62,64,16.8,5.3,54,0.2,0.2,34.1,3.9,506.199241,11.26086957,2
0.8,45.1,6.1,34.7,16,12,24,2.4,7.3,20,0.12,0.14,2.6,0.4,506.199241,11.26086957,2
0.5,673,7.7,518.2,58,82,250,57.7,25.8,40,0.2,0.3,0,22.4,0,11.26086957,2
0.4,177,4.1,136.3,52,12,28,7.2,2.4,40,0.09,0.24,28.9,0.5,0,11.26086957,2
0.3,194.4,3.6,149.7,38,18,36,8.01,3.9,36,0.16,0.2,20.5,4.4,506.199241,11.26086957,2
0.4,124.9,4.8,96.2,38,12,22,3.2,3.4,24,0.1,0.12,22.3,0.7,0,11.26086957,2
0.6,201,5.6,154.8,58,24,50,9.6,6.3,30,0.22,0.16,25.8,9.9,0,11.26086957,2
0.7,155,6.1,119.4,4,62,38,7.2,4.9,52,0.18,0.26,4.9,10.2,0,11.26086957,2
0.8,221,5.8,170.2,56,18,50,12,4.9,62,0.24,0.29,16.6,10.3,0,0,2
0.7,155,4.7,119.4,54,6,28,3.2,4.9,44,0.14,0.19,23.7,7.9,506.199241,11.26086957,2
1,728,7,560.6,60,154,268,80.1,16.5,102,0.24,0.19,0,32.8,0,0,2
0.2,260,6.2,200.2,20,56,22,4.8,2.4,36,0.59,0.1,9.8,21.9,0,11.26086957,2
0.4,45.7,5.4,35.2,34,26,16,2.4,2.4,20,0.21,0.1,0,5.2,0,0,2
0.5,45.4,5.3,34.9,32,14,10,1.6,1.5,26,0.2,0.09,2.2,4.3,0,11.26086957,2
1,225,5.7,173.3,16,20,46,7.2,6.8,46,0.22,0.19,22.5,24.8,506.199241,11.26086957,2
0.8,559,6.3,430.4,32,124,304,45.6,46.2,60,0.26,0.21,15.4,48.6,506.199241,11.26086957,2
0.2,256,6.3,197.1,22,68,90,16.8,11.7,30,0.39,0.23,0,12.5,506.199241,11.26086957,2
0.9,22,5.3,16.9,56,18,6,1.6,0.5,16,0.12,0.19,0,1.2,0,11.26086957,2
0.1,73.9,5.4,56.9,18,30,20,6.4,0.97,24,0.3,0.18,0,5.3,0,11.26086957,2
1,712,6.8,548.2,10,188,214,57.7,17,96,0.09,0.3,2.2,12.4,506.199241,11.26086957,2
0.3,138.4,5.4,106.6,34,42,48,11.2,4.9,32,0.03,0.24,4.78,4.9,0,11.26086957,2
0.3,155.3,6.1,119.6,14,30,44,10.4,4.4,36,0.16,0.29,5.13,5.9,0,11.26086957,2
0.3,243,4.8,187.1,56,18,38,8.8,3.9,50,0.02,0.29,4.2,6.9,0,11.26086957,2
0.7,495,6.2,3811.5,12,60,260,81.7,136,880,0.2,0.3,6.7,33.6,506.199241,11.26086957,2
0.8,2370,6.5,1824.9,24,240,452,127.4,32.6,412,0.38,0.27,1.9,33.9,506.199241,11.26086957,2
0.1,158.6,5.1,122.1,44,22,26,3.2,4.4,36,0.07,0.28,1.99,6.4,0,11.26086957,2
0.2,911,6.5,701.5,22,100,330,94.5,22.8,120,0.62,0.28,2.25,19.1,0,11.26086957,2
0.8,3010,7.4,2317.7,28,46,212,56.1,17.5,148,0.2,0.3,9.03,35.8,0,11.26086957,2
0.3,408,5.7,314.2,58,46,124,35.2,8.7,34,0.56,0.3,4.69,9,506.199241,11.26086957,2
0.3,115.1,6.9,886.3,16,196,162,37.6,16.5,160,0.1,0.21,5,20.6,0,11.26086957,2
0.5,327,5.2,251.7,46,30,44,8.8,5.3,64,0.19,0.18,1.4,10.9,0,11.26086957,2
0.9,320,6,246.4,22,86,88,31.2,2.4,46,0.38,0.28,1.6,9.1,506.199241,11.26086957,2
0.3,2800,7,2156,40,344,364,64.2,49.6,268,0.56,0.14,0.31,28,0,11.26086957,2
1,97.9,5.7,75.4,12,26,32,4.8,4.9,28,0.18,0.29,4.5,4.2,0,0,2
1,253,5.7,194.8,22,42,74,21.6,4.9,42,0.09,0.3,5.6,9.1,0,11.26086957,2
0.2,105,4.7,80.9,44,12,10,0,2.4,26,0.38,0.04,28.5,5.8,0,11.26086957,2
0.6,210,5.8,161.7,16,12,30,5.6,3.9,42,0.28,0.06,19.4,8.2,0,11.26086957,2
0.6,127.9,5,98.4,50,8,16,4.8,0.97,32,0.28,0.1,13.8,3.8,0,11.26086957,2
0.1,255,5.8,196.4,50,30,52,15.2,3.4,42,0.24,0.24,18.4,4.3,506.199241,11.26086957,2
0.6,75.4,6.1,58.1,14,28,20,5.6,1.5,16,0.33,0.21,2.6,2.1,506.199241,11.26086957,2
1,188.7,6.3,141.4,20,44,62,17.6,4.4,20,0.26,0.28,1.1,3.8,506.199241,11.26086957,2
0.1,68.9,6.1,53.1,6,18,12,3.2,0.97,16,0.32,0.03,9.975805169,1.4,0,11.26086957,2
1,49.2,6,37.8,6,24,18,5.6,0.97,16,0.11,0.03,9.975805169,2.1,506.199241,11.26086957,2
0.3,45.9,5.8,35.3,18,16,6,1.6,0.5,14,0.39,0.04,9.975805169,1.1,0,11.26086957,2
0.2,118.1,5.9,90.9,14,28,32,11.2,0.97,26,0.5,0.08,13.1,4.3,0,11.26086957,2
0.7,252,5.4,194,44,18,46,12,3.9,36,0.13,0.03,33,13.6,0,11.26086957,2
1,206,6,158.6,32,40,60,20.8,1.9,34,0.39,0.09,1.8,12.5,0,11.26086957,2
0.8,192.6,5.2,148.3,28,16,18,5.6,0.9,50,0.31,0.21,9.975805169,17.6,0,11.26086957,2
0.7,674,7.6,518.9,40,278,288,40.1,45.2,46,0.29,0.3,9.975805169,15.3,0,11.26086957,2
0.2,104.5,6.3,80.5,18,36,120,36.04,7.3,22,0.04,0.22,9.975805169,6.9,506.199241,11.26086957,2
0.4,350,5.2,269.5,60,14,60,7.2,10.2,98,0.1,0.27,9.975805169,12.7,0,0,2
0.8,104.5,5.5,80.5,36,20,34,8.01,3.4,32,0.09,0.21,9.975805169,0.3,506.199241,11.26086957,2
0.1,255,5.9,196.3,28,28,68,20,4.4,42,0.29,0.28,9.975805169,5.1,506.199241,11.26086957,2
0.3,91,5.5,70.1,14,18,34,5.6,4.9,24,0.21,0,9.975805169,0.5,0,11.26086957,2
0.7,290,5.8,223.3,24,16,50,13.6,3.9,60,0.12,0.2,9.975805169,3.5,0,11.26086957,2
0.3,364,6.3,280.3,50,88,110,28.03,9.7,60,0.42,0.14,9.975805169,11.7,0,0,2
0.5,192.2,5.7,147.9,90,44,20,4,2.4,38,0.12,0.28,9.975805169,6.7,0,0,2
0.8,87.6,5.8,67.5,34,18,24,7.2,1.5,34,0.21,0.3,9.975805169,1.9,506.199241,11.26086957,2
0.8,25.9,6.2,19.9,10,14,12,3.2,0.9,10,0.57,0.27,9.975805169,2.4,0,0,2
0.1,57.3,5.9,44.12,34,12,10,2.4,0.9,26,0.09,0.19,9.975805169,0.3,0,11.26086957,2
5,879,6.5,676.8,44,182,218,58.5,17.5,56,0.7,0.52,0,45.9,506.199241,11.26086957,3
5.9,253,6.9,194.8,20,100,76,16,8.7,24,0.67,0.63,0,28.3,506.199241,11.26086957,3
13.1,299,6.6,230.2,36,102,76,21.6,5.3,28,0.41,0.53,0,16.9,506.199241,11.26086957,3
6.8,337,5,259.5,50,22,66,15.2,6.8,58,0.19,0.18,17.5,31.2,506.199241,11.26086957,3
0.2,25.4,6.8,19.6,16,14,12,0.8,2.4,20,0.1,0.69,0,2.7,0,11.26086957,3
1.2,399,7,307.2,52,80,154,34.4,16.5,24,0.29,0.35,2.8,12.3,0,0,3
2,334,6.5,257.2,40,124,114,34.4,6.3,30,0.54,0.12,0,9.5,506.199241,11.26086957,3
4.8,52.7,5.5,40.6,10,24,54,8.01,8.3,20,0.34,0.38,0,14.9,0,11.26086957,3
4.2,464,6.5,357.5,28,198,146,40.8,10.7,34,0.3,0.52,0,40.3,0,0,3
2.2,63.3,4.6,48.5,54,20,10,2.4,0.9,28,0.04,0.47,0,1.5,506.199241,11.26086957,3
1.7,232,6.5,178.6,26,40,40,13.6,1.5,32,0.38,0.39,8.2,16.9,0,11.26086957,3
21.4,210,6.3,161.7,44,96,64,14.7,6.8,22,0.03,0.21,0,12.5,506.199241,11.26086957,3
9.2,170,6.5,592.9,34,162,298,64.1,33.5,120,0.25,0.52,4.21,62.5,0,11.26086957,3
3.3,278,6.1,214.1,22,80,96,21.6,10.2,40,0.02,0.41,4.6,14.9,0,11.26086957,3
1.4,599,7.2,461.2,18,228,212,60.1,15.1,40,0.47,0.21,0,51.9,506.199241,11.26086957,3
3.8,346,7.9,266.4,8,144,92,32.04,2.9,36,0.12,0.52,1.2,13.5,506.199241,11.26086957,3
6.3,360,5.9,277.2,24,18,82,17.6,9.2,36,0.31,0.98,0,12.5,0,0,3
2.7,187.4,6.32,144.3,20,28,50,2.4,10.7,26,0.22,0.62,2.6,10.7,506.199241,11.26086957,3
4.9,142.3,5.8,109.6,36,26,40,8.01,4.9,10,0.28,1.1,4.2,7.2,506.199241,11.26086957,3
8.2,350,6.5,269.5,14,56,142,36.7,12.6,26,0.07,0.42,10.4,18.3,506.199241,11.26086957,3
2.7,128.4,6.3,98.9,20,24,30,10.4,0.9,32,0.16,0.49,2.6,7.9,506.199241,11.26086957,3
2.8,128,6.5,98.5,24,30,40,9,3.9,32,0.18,0.56,11.8,8.2,506.199241,11.26086957,3
12.5,360,6.7,1047,34,116,394,81.7,46.2,308,0.5,0.79,9.975805169,121.6,506.199241,11.26086957,3
6.3,187.4,6.2,144.3,18,24,56,14.4,4.9,38,0.2,0.75,0.67,19.2,506.199241,11.26086957,3
7.4,180.5,6.3,138.9,24,36,46,11.2,4.4,34,0.2,0.7,5.1,4,506.199241,11.26086957,3
2.1,62.4,6.4,48.05,10,44,18,3.2,1.9,22,0.16,0.36,0,1.6,506.199241,11.26086957,3
8.4,79.8,6.9,61.4,16,32,44,14.4,1.9,48,0.11,2.6,3.4,3.6,506.199241,11.26086957,3
2.5,427,6.7,328.8,42,108,180,44.9,16.5,36,0.39,0.38,0,14.4,506.199241,11.26086957,3
17.1,587,6.5,451.9,78,118,192,29.6,28.7,26,0.38,0.49,0,72.1,506.199241,11.26086957,3
1.2,344,6.8,264.9,58,84,116,36.8,5.8,44,0.31,0.5,0,26.2,0,11.26086957,3
5.3,70.3,5.9,54.1,36,16,14,4.8,0.49,16,0.66,2.14,0,10.4,0,0,3
2,306,6.1,235.6,62,80,116,38.4,4.9,32,0.56,0.24,0,24.5,0,11.26086957,3
1.5,615,6.3,473.6,118,52,114,29.6,9.7,120,0.56,0.29,2.3,30.6,506.199241,11.26086957,3
12.3,320,6.3,246.4,98,106,128,20.8,18.5,30,0.36,1.2,0,18.9,506.199241,11.26086957,3
2.4,130.2,7,100.3,12,54,32,7.2,3.4,22,0.11,0.42,0,12.4,0,11.26086957,3
1.9,601,6.2,462.8,74,114,176,36.04,20.8,76,0.32,0.35,1.2,27.5,506.199241,11.26086957,3
40.1,454,6.2,349.6,38,58,120,35.2,7.8,56,0.42,2.9,0,30.9,506.199241,11.26086957,3
0.3,165.4,5.4,127.4,52,22,40,9.6,3.9,72,0.4,0.9,13.9,18.2,0,11.26086957,3
93.8,306,6.1,235.6,54,100,116,34.4,7.3,26,0.27,3.8,4.8,31.5,506.199241,11.26086957,3
4.1,221,6,170.2,40,48,72,20,5.3,32,0.24,0.36,3.4,28.6,506.199241,11.26086957,3
2.3,584,6.9,449.7,22,240,92,28.8,4.9,38,0.46,0.85,1302,13.1,506.199241,11.26086957,3
2.9,195.3,6.1,150.8,28,80,60,21.6,1.5,26,0.56,32,0.17,5.7,506.199241,11.26086957,3
1.6,921,7.5,709.2,10,248,112,36.1,5.3,78,0.7,0.82,2.21,19.1,0,11.26086957,3
1.2,263,6.9,202.5,16,114,50,11.2,5.3,30,0.18,0.38,0.91,4.2,0,11.26086957,3
0.4,202,5.7,155.5,54,30,32,7.2,3.4,52,0.1,0.42,3.6,5.9,0,11.26086957,3
3.1,371,6.2,285.6,24,128,158,41.7,13.1,46,0.4,1.03,1.8,4.9,0,0,3
1.7,148.5,5.9,114.3,30,18,42,13.6,1.9,20,0.68,0.9,0.31,2.9,506.199241,11.26086957,3
15.1,60.7,5.1,46.7,32,28,28,7.2,2.4,24,0.29,3.9,1.8,2.3,0,11.26086957,3
7.3,246,7.6,189.4,20,88,98,20.8,13.1,34,0.92,0.76,1.19,5.7,506.199241,11.26086957,3
51.4,263,7.2,202.5,30,72,108,21.6,13.1,46,0.74,3.2,0.57,8.2,506.199241,11.26086957,3
9.4,540,8,415.8,22,170,124,35.2,8.7,32,0.38,0.86,1.33,10.9,506.199241,11.26086957,3
2.2,60.7,6.2,46.7,8,28,30,4,4.9,32,0.46,0.45,1.82,4.2,0,11.26086957,3
2,50.6,5.8,38.9,12,24,22,4,2.9,28,0.28,0.38,1.51,3.5,0,11.26086957,3
3.8,469,8.6,361.1,10,180,94,24.4,6.8,36,0.52,0.54,1.63,6.7,0,11.26086957,3
1.3,411,5.5,316.4,48,30,78,20,6.8,90,0.21,0.22,5.62,8.9,0,11.26086957,3
1.6,472,6.6,363.4,20,88,118,25.6,13.1,36,0.86,0.39,6.2,11.2,506.199241,11.26086957,3
4.1,300,5.7,231,34,60,90,20.8,9.2,42,0.87,0.42,0.26,9.6,506.199241,11.26086957,3
4.1,300,5.7,231,34,60,90,20.8,9.2,42,0.87,0.42,0.26,9.6,506.199241,11.26086957,3
3.5,1090,7,839.9,20,152,490,135.4,36.9,68,0.54,0.4,0.53,11.1,0,11.26086957,3
11.8,403,6.5,310.3,30,116,46,24.8,9.2,44,0.36,0.98,20.1,16,0,11.26086957,3
33.8,14170,6.8,10910,24,104,2510,584,255.2,3200,0.59,2.4,10.7,483,506.199241,11.26086957,3
1.6,247,6.4,190,10,54,94,25.6,7.3,66,0.4,0.21,27,12.3,0,11.26086957,3
2.9,180.5,6.5,138.9,16,26,36,12.8,0.9,32,0.36,0.69,2.5,5.2,506.199241,11.26086957,3
4.6,275,6,211.8,34,36,60,19.2,2.9,36,0.19,0.6,5.4,18.2,506.199241,11.26086957,3
1.6,72.2,7.1,55.6,4,136,20,4.8,1.9,34,0.3,0.34,3.4,1.3,0,11.26086957,3
6.5,436,6.7,335.7,18,116,170,57.7,6.3,30,0.3,0.45,2,8,0,0,3
2.3,452,5,348,26,18,80,24,4.9,74,0.45,0.3,34.6,51.5,0,11.26086957,3
2.3,452,5,348,26,18,80,24,4.9,74,0.45,0.3,43.6,51.5,0,11.26086957,3
4.1,249,7.5,191.7,12,98,104,32.8,5.3,18,0,0.35,1.9,12.4,506.199241,11.26086957,3
5.2,380,7.5,292.6,4,114,4.2,9.6,4.4,24,0.3,0.3,9.975805169,21.1,0,11.26086957,3
12.1,361,6.7,277.9,22,96,140,19.2,22.4,36,0.6,1.2,2,35.2,0,11.26086957,3
330,305,6.5,234.9,24,82,102,16,15.1,40,0.72,5.9,4.1,92.5,0,11.26086957,3
1.4,148.4,5.6,114.2,56,32,50,8,7.3,30,0.18,0.5480750408,2.9,20.90707718,506.199241,11.26086957,3
1.1,299,6.2,230.2,14,74,88,28.8,3.9,4,0.19,0.26,9.975805169,19.8,0,0,3
7.5,278,6.6,214.1,28,110,92,32,2.9,34,0.19,0.57,9.975805169,7.5,506.199241,11.26086957,3
13.5,181.9,6.7,140.1,18,66,40,7.2,5.3,20,0.1,0.72,9.975805169,5.2,506.199241,11.26086957,3
1.7,128.1,6.1,98.6,50,56,58,10.4,7.8,26,0.07,0.13,9.975805169,2.3,0,11.26086957,3
10.7,695,6.7,535.2,24,270,254,59.3,25.6,6.4,0.4,1.8,9.975805169,5.8,506.199241,11.26086957,3
1.4,317,6.7,244.1,36,140,122,24,15.1,26,0.2,0.18,9.975805169,30.5,506.199241,11.26086957,3
2.1,350,6,269.5,60,82,124,23.2,16.04,46,0.68,0.4,9.975805169,17.8,506.199241,11.26086957,3
33.7,1342,5.7,1033.3,66,38,90,21.6,8.7,378,0.07,3.2,9.975805169,22.5,506.199241,11.26086957,3
2.9,145,5.9,111.6,16,24,70,17.6,6.3,46,0.84,0.38,9.975805169,0.2,506.199241,11.26086957,3
2.9,192.9,6.1,147.9,36,44,64,24.03,2.4,38,0.08,0.45,10.7,3.5,0,11.26086957,3
10.8,229,6.3,176.3,66,76,76,17.6,7.8,30,0.54,1.8,9.975805169,8.9,506.199241,11.26086957,3
1.6,489,6.9,376.5,14,54,124,35.2,8.7,84,0.41,0.47,9.975805169,14.02,506.199241,11.26086957,3
16.5,87,5.3,66.9,60,50,32,5.6,4.4,20,0.08,0.45,9.975805169,1.2,0,11.26086957,3
1.5,1179,6.5,907.8,28,110,10,1.6,1.5,278,0.41,0.3,3.5,162.8,240,1,4
15.6,253,6.1,194.8,36,62,78,24.03,44,38,0.12,0.04,0,10.4,1100,23,4
0.2,535,6.8,411.9,34,126,160,32.8,18.9,74,0.28,0.22,0,46.5,240,11.26086957,4
1.3,322,4.53,247.9,32,10,38,7.2,4.86,76,0.1,0.2,24.4,10.6,1100,11.26086957,4
0.7,112.6,4.8,86.7,40,18,36,2.4,7.3,32,0.52,0,3.4,34.5,1100,1,4
0.5,454,6.9,349.6,40,56,126,36.05,8.8,50,0.31,0.44,26.9,16.2,1100,0,4
0.9,140.7,4.4,108.3,40,8,20,5.6,1.5,38,0.3,0.12,17.3,13.9,23,0,4
1,156.2,5.7,10.3,20,16,24,4,3.4,40,0.12,0,8.5,6.4,1100,11.26086957,4
0.5,330,6.9,254.1,28,50,62,15.2,5.8,60,0.42,0.16,18.9,18.5,1100,1,4
32.9,180.5,6.5,138.9,44,42,54,12.02,5.8,30,0.09,2.1,3.6,7.6,1100,11.26086957,4
16,316,6.3,243.3,58,102,76,20.8,5.8,48,0.1,0.68,3.8,21.5,1100,240,4
1,200,5.5,154,68,38,38,10.4,2.9,36,0.09,0.14,6.8,16.3,1100,23,4
1,394,6.7,303.4,30,130,110,28.8,9.2,40,0.35,0.22,2.9,19.5,0,1,4
0.8,104.1,6.1,80.16,38,18,24,4.8,39,22,0.14,0.3,4.34,3.4,1100,9,4
0.1,679,7.1,522.8,44,174,180,61.6,6.3,56,0.54,0.16,19.8,62.5,240,0,4
3.2,253,6.2,194.8,52,42,80,16.8,9.2,40,0.28,0.47,0,6.8,1100,0,4
0.4,408,6.8,314.2,40,120,124,37.6,7.3,38,0.52,0.07,0,34.1,1100,23,4
0.4,123.1,6.2,94.7,24,30,18,5.6,0.97,30,0.5,0.08,3.18,8.3,1100,1,4
14.3,316,6.3,243.3,52,92,84,16.8,10.2,44,0.45,0.82,0,21.6,23,0,4
0.1,197.1,5.2,151.8,36,18,22,6.4,1.5,40,0.54,0.03,15.9,6.4,1100,1,4
